# World - Global locations
44.556879,2.108328
42.713972,24.205518
17.650040,103.137666
-13.774761,-44.242845
20.801201,78.519552
51.138496,12.791428
22.986268,88.039257
46.930312,-106.429638
43.118837,-101.800594
40.310730,-5.005491
-31.723857,116.036464
-7.692536,108.486496
22.553984,81.743047
-25.812176,152.885520
-38.660538,-62.374180
26.642948,85.176489
-28.105220,-60.165373
41.100813,16.641731
49.698883,72.671918
16.533091,74.029819
-7.128425,-79.427010
54.267278,9.760279
52.784871,34.633701
32.760646,-96.607846
16.890462,76.558535
57.842934,13.571133
40.797284,34.638847
53.788525,21.556600
57.522762,38.367195
11.544212,104.750942
46.801742,10.478542
-34.469791,116.405269
18.363015,79.347988
10.040885,124.417852
51.724611,26.624364
38.154371,-78.540247
49.716573,2.467311
42.756054,-71.673817
10.069748,106.347626
26.712170,81.769351
11.393914,78.035854
24.507043,72.455805
38.949083,-77.889389
-27.324649,25.249572
46.568939,-92.573943
28.090370,74.044981
-28.521181,-58.955825
42.406754,13.760900
-31.696116,115.964077
25.819115,74.849214
39.294828,-88.482373
33.423384,-97.141343
50.445712,-97.943715
25.957670,90.679472
32.534001,-96.420878
35.614219,-98.118676
14.731095,104.553018
43.997199,12.169494
-6.221133,-35.268820
-18.532507,-53.150905
48.791730,7.909592
10.857623,99.162834
56.752995,43.047463
11.170733,78.271545
29.520603,-99.698137
-33.108341,-61.500609
47.864279,-1.718105
47.348160,6.763404
51.749709,0.236965
54.194687,21.952941
57.072924,33.712977
43.875151,27.814785
41.159551,-81.341374
16.940468,121.479518
34.337097,136.400612
40.890123,-4.131962
21.132036,85.259120
22.055307,70.537974
40.520849,30.273888
5.325959,103.013416
13.532874,80.077922
40.490172,-87.238200
21.924744,70.851237
-24.446415,-49.079052
16.073920,120.017702
23.698315,73.597814
52.720788,-3.927840
41.962670,140.167621
27.683400,-82.269328
24.258765,88.162833
54.320044,71.535914
55.124515,98.800444
23.863273,87.149505
28.660683,-97.948565
31.356474,-86.446264
5.072899,-76.651606
9.935553,123.459484
-10.915656,-75.122081
21.192509,-86.871411
21.563491,82.850114
48.678762,9.962353
-20.859194,-49.987040
-3.237465,-41.640637
-11.492025,-61.129999
53.099028,16.931734
-28.001331,-55.606929
44.125930,0.613338
43.928527,-79.555550
40.293095,-83.518911
9.339808,78.471161
1.411873,-60.333208
52.434182,-7.992639
-36.288478,145.894058
37.378366,-5.641545
32.850105,-84.989073
-36.301704,-57.426330
42.313337,12.583591
52.197303,-114.596738
-34.906131,117.789219
15.814764,99.811016
28.010937,79.631035
45.953988,14.794409
17.807270,77.129651
10.331305,77.983025
25.753759,73.693395
42.514369,19.169998
53.730596,11.301149
33.275552,130.200195
17.606237,121.676973
12.837141,123.874411
-1.829896,-48.517597
23.396703,92.011268
46.472418,22.903681
44.578229,5.109127
35.630206,137.374074
51.334338,-110.497188
-33.321242,116.017637
11.472387,78.281182
-33.658840,-65.504860
44.001060,-94.208856
-27.445032,23.445102
39.609808,-9.071359
42.238464,-7.804424
43.331177,77.035248
45.808639,4.483467
38.261596,140.280538
18.453483,77.152565
70.517398,23.962418
22.957936,71.886730
41.954964,-123.493023
18.363031,79.868581
43.088097,-7.815268
-34.105725,19.705323
24.518274,80.689987
40.990478,19.499449
32.792944,-90.120213
-37.302003,143.084882
-34.052032,115.067533
-17.768095,-65.818482
55.487189,39.189289
47.907160,-117.871167
14.323262,101.279150
51.937487,107.697125
-20.524876,-68.791943
41.439950,-3.973032
13.479709,76.607573
18.054584,76.592709
-9.864302,-55.095466
43.409367,6.070691
12.578768,99.788678
36.359398,140.219617
-22.003715,-46.545157
53.418773,-113.758856
34.421342,132.743080
15.235081,108.760352
20.200536,-100.375686
49.493002,2.976349
24.958444,88.907256
-23.072638,-48.393480
-26.659985,28.555304
18.462582,98.910214
1.842238,103.385633
18.303354,74.247582
65.630801,27.184742
8.848368,-79.822238
-24.525157,-59.940398
0.515918,35.229223
50.260607,13.757781
52.674288,10.798321
10.754600,8.229924
12.883975,74.972627
35.387602,-84.835769
39.587699,-119.122200
-23.046438,-55.115313
8.990912,125.640882
-7.580743,-35.510607
39.909271,-95.077089
64.314178,-146.561337
53.849833,23.014940
-29.504255,-51.540315
41.024215,36.867043
26.914358,75.264050
-37.782919,-66.656056
34.071777,-81.161164
19.441062,75.535449
54.998103,-3.061978
26.300233,88.423855
45.993821,18.654798
42.977600,-81.164915
-4.878085,105.508940
37.929696,23.910186
44.700576,8.163990
8.630974,-73.742802
-19.999465,146.426654
50.929604,3.501675
17.693805,103.929380
25.813774,51.360568
22.437687,73.826672
50.097507,16.443570
-17.062210,-46.151132
35.403422,-87.959430
21.686091,72.063556
57.810544,14.050224
38.037621,-78.278845
-30.366081,21.814805
48.184272,14.490221
16.834618,80.865601
-1.816011,-78.737029
47.871488,17.592245
26.516641,-98.313447
49.963023,3.236438
59.792435,18.558455
7.685380,123.083943
41.971298,1.350779
25.825496,78.157498
30.227105,-82.030041
58.850955,16.387132
-3.385972,119.128272
20.970330,-89.733830
56.370560,27.440295
55.565964,60.778498
49.775677,-84.551741
1.345251,109.340309
12.551221,79.651739
-25.732729,-61.072348
50.950594,-113.833340
-13.723092,-41.970461
45.187373,1.817503
63.688616,29.053654
-21.339024,-45.577208
39.855990,21.765262
47.788841,10.914375
21.198155,73.541211
46.408219,-63.161349
14.365562,75.451834
43.401653,47.245496
16.893961,99.768995
48.468547,12.868930
39.585081,-77.441599
25.600190,-103.507312
49.424104,11.874349
19.331488,77.753024
47.949367,17.590630
41.371538,-80.461359
-32.326688,-58.061694
31.705505,-81.391175
23.704477,73.805845
17.667285,52.730395
42.403300,18.763346
-31.944254,-62.459086
53.675779,11.344184
2.840414,102.612528
